,"""Source Port""","""Destination Port""","""NAT Source Port""","""NAT Destination Port""",Action,Bytes,"""Bytes Sent""","""Bytes Received""",Packets,"""Elapsed Time (sec)""",pkts_sent,pkts_received
76,17244,22114,0,0,deny,62,62,0,1,0,1,0
77,51095,445,0,0,drop,66,66,0,1,0,1,0
78,51014,445,0,0,drop,70,70,0,1,0,1,0
79,58925,25174,0,0,deny,66,66,0,1,0,1,0
80,32549,37807,0,0,deny,146,146,0,1,0,1,0
81,51012,445,0,0,drop,70,70,0,1,0,1,0
82,52838,37965,0,0,deny,66,66,0,1,0,1,0
83,34217,23,0,0,deny,60,60,0,1,0,1,0
84,52459,33890,0,0,deny,60,60,0,1,0,1,0
85,51010,445,0,0,drop,70,70,0,1,0,1,0
86,55678,445,0,0,drop,70,70,0,1,0,1,0
87,6666,3389,0,0,deny,60,60,0,1,0,1,0
88,1024,21854,0,0,reset-both,157,157,0,1,0,1,0
89,55677,445,0,0,drop,70,70,0,1,0,1,0
90,25533,22114,0,0,deny,62,62,0,1,0,1,0
91,47132,1433,0,0,deny,60,60,0,1,0,1,0
92,56119,37965,0,0,deny,62,62,0,1,0,1,0
93,51080,445,0,0,drop,66,66,0,1,0,1,0
94,51076,445,0,0,drop,66,66,0,1,0,1,0
95,51003,445,0,0,drop,70,70,0,1,0,1,0
96,54502,34729,0,0,deny,66,66,0,1,0,1,0
97,53626,30317,0,0,deny,66,66,0,1,0,1,0
98,53712,25174,0,0,deny,66,66,0,1,0,1,0
99,51001,445,0,0,drop,70,70,0,1,0,1,0
100,33726,44847,0,0,deny,62,62,0,1,0,1,0
101,22568,37965,0,0,deny,66,66,0,1,0,1,0
102,443,49988,0,0,deny,82,82,0,1,0,1,0
103,55667,445,0,0,drop,70,70,0,1,0,1,0
104,55665,445,0,0,drop,70,70,0,1,0,1,0
105,55660,445,0,0,drop,70,70,0,1,0,1,0
106,55658,445,0,0,drop,70,70,0,1,0,1,0
107,53985,30188,0,0,deny,62,62,0,1,0,1,0
108,57613,42707,0,0,deny,62,62,0,1,0,1,0
109,6666,6001,0,0,deny,60,60,0,1,0,1,0
110,45941,23386,0,0,deny,60,60,0,1,0,1,0
111,51000,445,0,0,drop,70,70,0,1,0,1,0
112,51071,445,0,0,drop,66,66,0,1,0,1,0
113,50999,445,0,0,drop,70,70,0,1,0,1,0
114,50998,445,0,0,drop,70,70,0,1,0,1,0
115,55759,5900,0,0,deny,60,60,0,1,0,1,0
116,50995,445,0,0,drop,70,70,0,1,0,1,0
117,50992,445,0,0,drop,70,70,0,1,0,1,0
118,51067,445,0,0,drop,66,66,0,1,0,1,0
119,51066,445,0,0,drop,66,66,0,1,0,1,0
120,51065,445,0,0,drop,66,66,0,1,0,1,0
121,51062,445,0,0,drop,66,66,0,1,0,1,0
122,51057,445,0,0,drop,66,66,0,1,0,1,0
123,51063,445,0,0,drop,66,66,0,1,0,1,0
124,51059,445,0,0,drop,66,66,0,1,0,1,0
125,55651,445,0,0,drop,70,70,0,1,0,1,0
126,21268,62609,0,0,deny,146,146,0,1,0,1,0
127,21268,62609,0,0,deny,146,146,0,1,0,1,0
128,55648,445,0,0,drop,70,70,0,1,0,1,0
129,55646,445,0,0,drop,70,70,0,1,0,1,0
130,55644,445,0,0,drop,70,70,0,1,0,1,0
131,50980,445,0,0,drop,70,70,0,1,0,1,0
132,50979,445,0,0,drop,70,70,0,1,0,1,0
133,23758,44847,0,0,deny,62,62,0,1,0,1,0
134,50975,445,0,0,drop,70,70,0,1,0,1,0
135,53324,44847,0,0,deny,66,66,0,1,0,1,0
136,50970,445,0,0,drop,70,70,0,1,0,1,0
137,50969,445,0,0,drop,70,70,0,1,0,1,0
138,53243,57470,0,0,deny,74,74,0,1,0,1,0
139,64776,25174,0,0,deny,66,66,0,1,0,1,0
140,50547,22197,0,0,deny,66,66,0,1,0,1,0
141,64298,50584,0,0,deny,66,66,0,1,0,1,0
142,30456,36237,0,0,deny,62,62,0,1,0,1,0
143,22835,51221,0,0,deny,62,62,0,1,0,1,0
144,65305,51221,0,0,deny,66,66,0,1,0,1,0
145,23001,64147,0,0,deny,62,62,0,1,0,1,0
146,52128,37807,0,0,deny,62,62,0,1,0,1,0
147,23632,64147,0,0,deny,66,66,0,1,0,1,0
148,48706,23393,0,0,deny,60,60,0,1,0,1,0
149,48706,23393,0,0,deny,60,60,0,1,0,1,0
150,55641,445,0,0,drop,70,70,0,1,0,1,0
151,55642,445,0,0,drop,70,70,0,1,0,1,0
152,55640,445,0,0,drop,70,70,0,1,0,1,0
153,51050,445,0,0,drop,66,66,0,1,0,1,0
154,35207,22114,0,0,deny,62,62,0,1,0,1,0
155,55635,445,0,0,drop,70,70,0,1,0,1,0
156,50957,445,0,0,drop,70,70,0,1,0,1,0
157,51432,25174,0,0,deny,146,146,0,1,0,1,0
158,51047,445,0,0,drop,66,66,0,1,0,1,0
159,51046,445,0,0,drop,66,66,0,1,0,1,0
160,51045,445,0,0,drop,66,66,0,1,0,1,0
161,17925,26467,0,0,deny,66,66,0,1,0,1,0
162,34993,15503,0,0,deny,62,62,0,1,0,1,0
163,8040,44847,0,0,deny,66,66,0,1,0,1,0
164,39588,25174,0,0,deny,66,66,0,1,0,1,0
165,51042,445,0,0,drop,66,66,0,1,0,1,0
166,2978,48817,0,0,deny,66,66,0,1,0,1,0
167,1536,48817,0,0,deny,62,62,0,1,0,1,0
168,43269,50584,0,0,deny,66,66,0,1,0,1,0
169,33453,64147,0,0,deny,62,62,0,1,0,1,0
170,51414,22,0,0,deny,60,60,0,1,0,1,0
171,34810,25174,0,0,deny,62,62,0,1,0,1,0
172,50951,445,0,0,drop,70,70,0,1,0,1,0
173,5685,35440,0,0,deny,62,62,0,1,0,1,0
174,55633,445,0,0,drop,70,70,0,1,0,1,0
175,51598,56079,0,0,deny,66,66,0,1,0,1,0
176,40239,22114,0,0,deny,146,146,0,1,0,1,0
177,443,18368,0,0,deny,60,60,0,1,0,1,0
178,55622,445,0,0,drop,70,70,0,1,0,1,0
179,55619,445,0,0,drop,70,70,0,1,0,1,0
180,3456,11392,0,0,deny,62,62,0,1,0,1,0
181,50942,445,0,0,drop,70,70,0,1,0,1,0
182,50939,445,0,0,drop,70,70,0,1,0,1,0
183,50941,445,0,0,drop,70,70,0,1,0,1,0
184,443,34920,0,0,deny,60,60,0,1,0,1,0
185,15774,56205,0,0,deny,66,66,0,1,0,1,0
186,50937,445,0,0,drop,70,70,0,1,0,1,0
187,443,14591,0,0,deny,131,131,0,1,0,1,0
188,63421,44847,0,0,deny,66,66,0,1,0,1,0
189,62949,37965,0,0,deny,62,62,0,1,0,1,0
190,55517,25174,0,0,deny,66,66,0,1,0,1,0
191,50935,445,0,0,drop,70,70,0,1,0,1,0
192,63346,37965,0,0,deny,66,66,0,1,0,1,0
193,42564,50584,0,0,deny,62,62,0,1,0,1,0
194,51032,445,0,0,drop,66,66,0,1,0,1,0
195,45652,10214,0,0,deny,62,62,0,1,0,1,0
196,33314,44847,0,0,deny,62,62,0,1,0,1,0
197,52470,14037,0,0,deny,66,66,0,1,0,1,0
198,1024,35894,0,0,deny,62,62,0,1,0,1,0
199,43704,37965,0,0,deny,66,66,0,1,0,1,0
200,48830,5900,0,0,deny,60,60,0,1,0,1,0
201,51024,445,0,0,drop,66,66,0,1,0,1,0
202,55608,445,0,0,drop,70,70,0,1,0,1,0
203,56039,50584,0,0,deny,62,62,0,1,0,1,0
204,50928,445,0,0,drop,70,70,0,1,0,1,0
205,59977,30188,0,0,deny,66,66,0,1,0,1,0
206,26884,57866,0,0,deny,74,74,0,1,0,1,0
207,61624,30317,0,0,deny,66,66,0,1,0,1,0
208,51021,445,0,0,drop,66,66,0,1,0,1,0
209,60141,30188,0,0,deny,66,66,0,1,0,1,0
210,52812,25174,0,0,deny,62,62,0,1,0,1,0
211,11643,81,0,0,deny,60,60,0,1,0,1,0
212,52769,51221,0,0,deny,62,62,0,1,0,1,0
213,50920,445,0,0,drop,70,70,0,1,0,1,0
214,11056,6881,0,0,deny,62,62,0,1,0,1,0
215,50917,445,0,0,drop,70,70,0,1,0,1,0
216,51014,445,0,0,drop,66,66,0,1,0,1,0
217,6666,62078,0,0,deny,60,60,0,1,0,1,0
218,39213,25174,0,0,deny,62,62,0,1,0,1,0
219,47063,15503,0,0,deny,146,146,0,1,0,1,0
220,56428,30317,0,0,deny,66,66,0,1,0,1,0
221,51007,445,0,0,drop,66,66,0,1,0,1,0
222,24534,50584,0,0,deny,62,62,0,1,0,1,0
223,50913,445,0,0,drop,70,70,0,1,0,1,0
224,50912,445,0,0,drop,70,70,0,1,0,1,0
225,42981,44847,0,0,deny,146,146,0,1,0,1,0
226,7151,37965,0,0,deny,66,66,0,1,0,1,0
227,60722,37965,0,0,deny,62,62,0,1,0,1,0
228,56940,5900,0,0,deny,60,60,0,1,0,1,0
229,65003,57470,0,0,deny,78,78,0,1,0,1,0
230,56366,51221,0,0,deny,66,66,0,1,0,1,0
231,3945,35440,0,0,deny,66,66,0,1,0,1,0
232,55597,445,0,0,drop,70,70,0,1,0,1,0
233,55595,445,0,0,drop,70,70,0,1,0,1,0
234,55596,445,0,0,drop,70,70,0,1,0,1,0
235,50996,445,0,0,drop,66,66,0,1,0,1,0
236,50997,445,0,0,drop,66,66,0,1,0,1,0
237,50998,445,0,0,drop,66,66,0,1,0,1,0
238,50991,445,0,0,drop,66,66,0,1,0,1,0
239,50995,445,0,0,drop,66,66,0,1,0,1,0
240,50994,445,0,0,drop,66,66,0,1,0,1,0
241,50993,445,0,0,drop,66,66,0,1,0,1,0
242,50990,445,0,0,drop,66,66,0,1,0,1,0
243,50908,445,0,0,drop,70,70,0,1,0,1,0
244,36357,25174,0,0,deny,62,62,0,1,0,1,0
245,64333,57470,0,0,deny,78,78,0,1,0,1,0
246,35319,51505,0,0,deny,62,62,0,1,0,1,0
247,56876,11392,0,0,deny,66,66,0,1,0,1,0
248,50907,445,0,0,drop,70,70,0,1,0,1,0
249,47141,50584,0,0,deny,62,62,0,1,0,1,0
250,52340,22114,0,0,deny,62,62,0,1,0,1,0
251,6889,5529,0,0,deny,143,143,0,1,0,1,0
252,5151,50584,0,0,deny,62,62,0,1,0,1,0
253,40988,60043,0,0,deny,146,146,0,1,0,1,0
254,50902,445,0,0,drop,70,70,0,1,0,1,0
255,55593,445,0,0,drop,70,70,0,1,0,1,0
256,55592,445,0,0,drop,70,70,0,1,0,1,0
257,55582,445,0,0,drop,70,70,0,1,0,1,0
258,55580,445,0,0,drop,70,70,0,1,0,1,0
259,20012,8443,0,0,deny,60,60,0,1,0,1,0
260,50978,445,0,0,drop,66,66,0,1,0,1,0
261,50976,445,0,0,drop,66,66,0,1,0,1,0
262,50975,445,0,0,drop,66,66,0,1,0,1,0
263,59610,51505,0,0,deny,66,66,0,1,0,1,0
264,64406,25174,0,0,deny,62,62,0,1,0,1,0
265,50506,10214,0,0,deny,66,66,0,1,0,1,0
266,7110,25174,0,0,deny,66,66,0,1,0,1,0
267,55575,445,0,0,drop,70,70,0,1,0,1,0
268,443,49988,0,0,deny,82,82,0,1,0,1,0
269,62111,35440,0,0,deny,66,66,0,1,0,1,0
270,60799,25174,0,0,deny,66,66,0,1,0,1,0
271,6666,5000,0,0,deny,60,60,0,1,0,1,0
272,1116,44847,0,0,deny,66,66,0,1,0,1,0
273,61202,35894,0,0,deny,66,66,0,1,0,1,0
274,55569,445,0,0,drop,70,70,0,1,0,1,0
275,55568,445,0,0,drop,70,70,0,1,0,1,0
276,55567,445,0,0,drop,70,70,0,1,0,1,0
277,50889,445,0,0,drop,70,70,0,1,0,1,0
278,35744,64147,0,0,deny,66,66,0,1,0,1,0
279,26424,27189,0,0,deny,66,66,0,1,0,1,0
280,1038,37965,0,0,deny,62,62,0,1,0,1,0
281,50886,445,0,0,drop,70,70,0,1,0,1,0
282,50127,64147,0,0,deny,62,62,0,1,0,1,0
283,61183,25174,0,0,deny,62,62,0,1,0,1,0
284,59972,25174,0,0,deny,62,62,0,1,0,1,0
285,55558,445,0,0,drop,70,70,0,1,0,1,0
286,55555,445,0,0,drop,70,70,0,1,0,1,0
287,55551,445,0,0,drop,70,70,0,1,0,1,0
288,55043,57470,0,0,deny,78,78,0,1,0,1,0
289,60128,22114,0,0,deny,62,62,0,1,0,1,0
290,14263,22114,0,0,deny,66,66,0,1,0,1,0
291,7521,20234,0,0,deny,157,157,0,1,0,1,0
292,27153,50584,0,0,deny,146,146,0,1,0,1,0
293,50963,445,0,0,drop,66,66,0,1,0,1,0
294,50882,445,0,0,drop,70,70,0,1,0,1,0
295,50880,445,0,0,drop,70,70,0,1,0,1,0
296,10669,49756,0,0,deny,60,60,0,1,0,1,0
297,10669,49756,0,0,deny,60,60,0,1,0,1,0
298,10669,49756,0,0,deny,60,60,0,1,0,1,0
299,10669,49756,0,0,deny,60,60,0,1,0,1,0
300,10669,49756,0,0,deny,60,60,0,1,0,1,0
301,10594,25174,0,0,deny,146,146,0,1,0,1,0
302,50878,445,0,0,drop,70,70,0,1,0,1,0
303,49001,48817,0,0,deny,160,160,0,1,0,1,0
304,56432,35253,0,0,deny,66,66,0,1,0,1,0
305,55550,445,0,0,drop,70,70,0,1,0,1,0
306,63321,37807,0,0,deny,66,66,0,1,0,1,0
307,55512,23718,0,0,deny,66,66,0,1,0,1,0
308,55547,445,0,0,drop,70,70,0,1,0,1,0
309,19875,30170,0,0,deny,145,145,0,1,0,1,0
310,43671,17372,0,0,deny,62,62,0,1,0,1,0
311,45941,23386,0,0,deny,60,60,0,1,0,1,0
312,50871,445,0,0,drop,70,70,0,1,0,1,0
313,48071,25174,0,0,deny,62,62,0,1,0,1,0
314,50950,445,0,0,drop,66,66,0,1,0,1,0
315,50947,445,0,0,drop,66,66,0,1,0,1,0
316,54280,3385,0,0,deny,60,60,0,1,0,1,0
317,47266,25174,0,0,deny,146,146,0,1,0,1,0
318,50869,445,0,0,drop,70,70,0,1,0,1,0
319,28875,51505,0,0,deny,62,62,0,1,0,1,0
320,36229,62413,0,0,deny,62,62,0,1,0,1,0
321,3376,35440,0,0,deny,66,66,0,1,0,1,0
322,50868,445,0,0,drop,70,70,0,1,0,1,0
323,55538,445,0,0,drop,70,70,0,1,0,1,0
324,55532,445,0,0,drop,70,70,0,1,0,1,0
325,55530,445,0,0,drop,70,70,0,1,0,1,0
326,55529,445,0,0,drop,70,70,0,1,0,1,0
327,50867,445,0,0,drop,70,70,0,1,0,1,0
328,53243,57470,0,0,deny,74,74,0,1,0,1,0
329,50866,445,0,0,drop,70,70,0,1,0,1,0
330,50862,445,0,0,drop,70,70,0,1,0,1,0
331,50861,445,0,0,drop,70,70,0,1,0,1,0
332,2815,62413,0,0,deny,66,66,0,1,0,1,0
333,41477,50584,0,0,deny,66,66,0,1,0,1,0
334,59393,25174,0,0,deny,66,66,0,1,0,1,0
335,50945,445,0,0,drop,66,66,0,1,0,1,0
336,53089,24211,0,0,deny,62,62,0,1,0,1,0
337,55206,22114,0,0,deny,66,66,0,1,0,1,0
338,13406,22114,0,0,deny,62,62,0,1,0,1,0
339,18745,64147,0,0,deny,62,62,0,1,0,1,0
340,53189,62413,0,0,deny,62,62,0,1,0,1,0
341,50934,445,0,0,drop,66,66,0,1,0,1,0
342,50936,445,0,0,drop,66,66,0,1,0,1,0
343,50938,445,0,0,drop,66,66,0,1,0,1,0
344,50932,445,0,0,drop,66,66,0,1,0,1,0
345,50929,445,0,0,drop,66,66,0,1,0,1,0
346,50927,445,0,0,drop,66,66,0,1,0,1,0
347,50928,445,0,0,drop,66,66,0,1,0,1,0
348,50848,445,0,0,drop,70,70,0,1,0,1,0
349,50847,445,0,0,drop,70,70,0,1,0,1,0
350,443,49988,0,0,deny,82,82,0,1,0,1,0
351,443,41237,0,0,deny,89,89,0,1,0,1,0
352,50843,445,0,0,drop,70,70,0,1,0,1,0
353,55523,445,0,0,drop,70,70,0,1,0,1,0
354,50838,445,0,0,drop,70,70,0,1,0,1,0
355,50837,445,0,0,drop,70,70,0,1,0,1,0
356,45964,2777,0,0,deny,60,60,0,1,0,1,0
357,55520,445,0,0,drop,70,70,0,1,0,1,0
358,55518,445,0,0,drop,70,70,0,1,0,1,0
359,55516,445,0,0,drop,70,70,0,1,0,1,0
360,53275,21247,0,0,deny,62,62,0,1,0,1,0
361,53750,25174,0,0,deny,62,62,0,1,0,1,0
362,65288,44847,0,0,deny,66,66,0,1,0,1,0
363,60003,36829,0,0,deny,66,66,0,1,0,1,0
364,53667,22114,0,0,deny,62,62,0,1,0,1,0
365,65270,3855,0,0,deny,78,78,0,1,0,1,0
366,51827,56205,0,0,deny,66,66,0,1,0,1,0
367,58835,17372,0,0,deny,66,66,0,1,0,1,0
368,42674,22114,0,0,deny,62,62,0,1,0,1,0
369,49587,35776,0,0,deny,157,157,0,1,0,1,0
370,50826,445,0,0,drop,70,70,0,1,0,1,0
371,12655,30627,0,0,deny,62,62,0,1,0,1,0
372,55514,445,0,0,drop,70,70,0,1,0,1,0
373,55515,445,0,0,drop,70,70,0,1,0,1,0
374,55509,445,0,0,drop,70,70,0,1,0,1,0
375,50920,445,0,0,drop,66,66,0,1,0,1,0
376,55507,445,0,0,drop,70,70,0,1,0,1,0
377,53305,50584,0,0,deny,62,62,0,1,0,1,0
378,50919,445,0,0,drop,66,66,0,1,0,1,0
379,63495,50584,0,0,deny,66,66,0,1,0,1,0
380,50915,445,0,0,drop,66,66,0,1,0,1,0
381,50917,445,0,0,drop,66,66,0,1,0,1,0
382,50913,445,0,0,drop,66,66,0,1,0,1,0
383,51114,25174,0,0,deny,66,66,0,1,0,1,0
384,59549,50584,0,0,deny,66,66,0,1,0,1,0
385,50822,445,0,0,drop,70,70,0,1,0,1,0
386,59107,25174,0,0,deny,66,66,0,1,0,1,0
387,443,49988,0,0,deny,82,82,0,1,0,1,0
388,45941,23388,0,0,deny,60,60,0,1,0,1,0
389,55504,445,0,0,drop,70,70,0,1,0,1,0
390,55310,50584,0,0,deny,66,66,0,1,0,1,0
391,50813,445,0,0,drop,70,70,0,1,0,1,0
392,50811,445,0,0,drop,70,70,0,1,0,1,0
393,50810,445,0,0,drop,70,70,0,1,0,1,0
394,36992,25174,0,0,deny,62,62,0,1,0,1,0
395,55498,445,0,0,drop,70,70,0,1,0,1,0
396,55491,445,0,0,drop,70,70,0,1,0,1,0
397,993,34205,0,0,deny,66,66,0,1,0,1,0
398,50807,445,0,0,drop,70,70,0,1,0,1,0
399,50806,445,0,0,drop,70,70,0,1,0,1,0
400,50903,445,0,0,drop,66,66,0,1,0,1,0
401,20112,64147,0,0,deny,62,62,0,1,0,1,0
402,27507,25174,0,0,deny,62,62,0,1,0,1,0
403,54539,26467,0,0,deny,62,62,0,1,0,1,0
404,61583,64147,0,0,deny,66,66,0,1,0,1,0
405,26420,25174,0,0,deny,66,66,0,1,0,1,0
406,443,49988,0,0,deny,82,82,0,1,0,1,0
407,57325,60043,0,0,deny,62,62,0,1,0,1,0
408,50800,445,0,0,drop,70,70,0,1,0,1,0
409,50895,445,0,0,drop,66,66,0,1,0,1,0
410,59497,64097,0,0,deny,66,66,0,1,0,1,0
411,56576,9000,0,0,deny,60,60,0,1,0,1,0
412,61932,25174,0,0,deny,66,66,0,1,0,1,0
413,22029,50584,0,0,deny,66,66,0,1,0,1,0
414,55481,445,0,0,drop,70,70,0,1,0,1,0
415,58460,36237,0,0,deny,66,66,0,1,0,1,0
416,65003,57470,0,0,deny,78,78,0,1,0,1,0
417,51348,25174,0,0,deny,66,66,0,1,0,1,0
418,63409,50265,0,0,deny,66,66,0,1,0,1,0
419,50893,445,0,0,drop,66,66,0,1,0,1,0
420,443,35385,0,0,deny,161,161,0,1,0,1,0
421,50792,445,0,0,drop,70,70,0,1,0,1,0
422,3914,37965,0,0,deny,62,62,0,1,0,1,0
423,3911,37965,0,0,deny,66,66,0,1,0,1,0
424,50789,445,0,0,drop,70,70,0,1,0,1,0
425,32722,25174,0,0,deny,62,62,0,1,0,1,0
426,50885,445,0,0,drop,66,66,0,1,0,1,0
427,53353,26467,0,0,deny,62,62,0,1,0,1,0
428,35616,21247,0,0,deny,146,146,0,1,0,1,0
429,50882,445,0,0,drop,66,66,0,1,0,1,0
430,3093,62413,0,0,deny,62,62,0,1,0,1,0
431,31410,25174,0,0,deny,62,62,0,1,0,1,0
432,50785,445,0,0,drop,70,70,0,1,0,1,0
433,50784,445,0,0,drop,70,70,0,1,0,1,0
434,53194,35440,0,0,deny,66,66,0,1,0,1,0
435,10652,57470,0,0,deny,66,66,0,1,0,1,0
436,62838,44847,0,0,deny,66,66,0,1,0,1,0
437,14578,50584,0,0,deny,66,66,0,1,0,1,0
438,6546,37965,0,0,deny,62,62,0,1,0,1,0
439,3667,56205,0,0,deny,146,146,0,1,0,1,0
440,50780,445,0,0,drop,70,70,0,1,0,1,0
441,40418,25174,0,0,deny,62,62,0,1,0,1,0
442,64333,57470,0,0,deny,78,78,0,1,0,1,0
443,443,49988,0,0,deny,82,82,0,1,0,1,0
444,55468,445,0,0,drop,70,70,0,1,0,1,0
445,55469,445,0,0,drop,70,70,0,1,0,1,0
446,55467,445,0,0,drop,70,70,0,1,0,1,0
447,50867,445,0,0,drop,66,66,0,1,0,1,0
448,50863,445,0,0,drop,66,66,0,1,0,1,0
449,50869,445,0,0,drop,66,66,0,1,0,1,0
450,50865,445,0,0,drop,66,66,0,1,0,1,0
451,50870,445,0,0,drop,66,66,0,1,0,1,0
452,50868,445,0,0,drop,66,66,0,1,0,1,0
453,50866,445,0,0,drop,66,66,0,1,0,1,0
454,50864,445,0,0,drop,66,66,0,1,0,1,0
455,50779,445,0,0,drop,70,70,0,1,0,1,0
456,58229,50584,0,0,deny,66,66,0,1,0,1,0
457,60058,11392,0,0,deny,66,66,0,1,0,1,0
458,8889,63001,0,0,deny,60,60,0,1,0,1,0
459,11317,61248,0,0,reset-both,143,143,0,1,0,1,0
460,52044,44847,0,0,deny,146,146,0,1,0,1,0
461,56075,23,0,0,deny,60,60,0,1,0,1,0
462,25565,47158,0,0,deny,60,60,0,1,0,1,0
463,50774,445,0,0,drop,70,70,0,1,0,1,0
464,55463,445,0,0,drop,70,70,0,1,0,1,0
465,55458,445,0,0,drop,70,70,0,1,0,1,0
466,55460,445,0,0,drop,70,70,0,1,0,1,0
467,55452,445,0,0,drop,70,70,0,1,0,1,0
468,56098,64147,0,0,deny,66,66,0,1,0,1,0
469,53120,25174,0,0,deny,146,146,0,1,0,1,0
470,57607,21247,0,0,deny,66,66,0,1,0,1,0
471,13168,35440,0,0,deny,62,62,0,1,0,1,0
472,50850,445,0,0,drop,66,66,0,1,0,1,0
473,50848,445,0,0,drop,66,66,0,1,0,1,0
474,50847,445,0,0,drop,66,66,0,1,0,1,0
475,58463,11392,0,0,deny,66,66,0,1,0,1,0
476,22981,15503,0,0,deny,62,62,0,1,0,1,0
477,0,0,0,0,deny,98,98,0,1,0,1,0
478,0,0,0,0,deny,98,98,0,1,0,1,0
479,0,0,0,0,deny,98,98,0,1,0,1,0
480,0,0,0,0,deny,98,98,0,1,0,1,0
481,0,0,0,0,deny,82,82,0,1,0,1,0
482,0,0,0,0,deny,98,98,0,1,0,1,0
483,0,0,0,0,deny,98,98,0,1,0,1,0
